run_id	timestamp	K	inner_lr	meta_lr	meta_train_stop_iter	overall_avg_pr_auc	overall_std_pr_auc	overall_avg_auc	overall_std_auc	idiopathic_pulmonary_fibrosis.avg_pr_auc	idiopathic_pulmonary_fibrosis.std_pr_auc	idiopathic_pulmonary_fibrosis.avg_auc	idiopathic_pulmonary_fibrosis.std_auc	HBV-HCC.avg_pr_auc	HBV-HCC.std_pr_auc	HBV-HCC.avg_auc	HBV-HCC.std_auc	cirrhosis.avg_pr_auc	cirrhosis.std_pr_auc	cirrhosis.avg_auc	cirrhosis.std_auc	ipf_ssc.avg_pr_auc	ipf_ssc.std_pr_auc	ipf_ssc.avg_auc	ipf_ssc.std_auc	IgA_nephropathy.avg_pr_auc	IgA_nephropathy.std_pr_auc	IgA_nephropathy.avg_auc	IgA_nephropathy.std_auc
K5_inner1.00e-04_meta1.00e-05	2026-01-02 14:28:27	5	0.0001	1e-05	3331	0.9171731641720167	0.10142850912425583	0.9261526422115897	0.08052028391939493	0.9651447213448328	0.027158901986955766	0.9376076555023922	0.05142559158605278	1.0	0.0	1.0	0.0	0.9829984472388362	0.031562746520758564	0.9786666666666668	0.038490017945975036	0.8213734078906326	0.09628232955400903	0.8626666666666665	0.08064363046626652	0.816349244385782	0.08716096247809377	0.8518222222222223	0.06237194684380488
K5_inner2.00e-04_meta1.00e-05	2026-01-02 14:30:20	5	0.0002	1e-05	3331	0.9180286029472882	0.10027814636746266	0.9265683817936449	0.07995028958578845	0.9648939124046194	0.027100967385184662	0.9374162679425837	0.05074333558298384	1.0	0.0	1.0	0.0	0.9831428421545799	0.03122255590311389	0.9788444444444445	0.038145245484678944	0.8250432836239239	0.09688980371290853	0.865025641025641	0.08078145613623097	0.8170629765533169	0.08476868563901005	0.8515555555555555	0.06121728151066132
K5_inner5.00e-04_meta1.00e-05	2026-01-02 14:32:15	5	0.0005	1e-05	3331	0.9171836229696091	0.10122270947432614	0.9264520966752545	0.07985627962045246	0.9655030345843788	0.02599096749044728	0.9380861244019139	0.0497185135303711	1.0	0.0	1.0	0.0	0.9830562611426252	0.03119874191459318	0.9787555555555556	0.03800756260028804	0.8213217116011755	0.09518325425231443	0.862974358974359	0.0802824730352777	0.8160371075198662	0.08699882094873777	0.8524444444444444	0.06112686665583714
K5_inner1.00e-03_meta1.00e-05	2026-01-02 14:34:05	5	0.001	1e-05	3331	0.91753875986085	0.10123628307858823	0.9267747662863453	0.07987108547361635	0.9660023167559143	0.025981441418038174	0.9390430622009569	0.04982338717022159	1.0	0.0	1.0	0.0	0.9830979377527095	0.030899261762926088	0.9788444444444445	0.03776010043928888	0.8232162604390654	0.0960227679953482	0.8638974358974357	0.08062353974540089	0.8153772843565601	0.08725522423470466	0.8520888888888889	0.061101267894141165
K5_inner2.00e-03_meta1.00e-05	2026-01-02 14:35:14	5	0.002	1e-05	1946	0.9142845269290206	0.10602981249096102	0.9267402183781132	0.07793786445303374	0.9689603785869271	0.02574774454592734	0.9443062200956938	0.046515052397967174	1.0	0.0	1.0	0.0	0.9779023538369127	0.05014480064423086	0.9711111111111111	0.060888888888888895	0.8201071437849826	0.09638650118325166	0.8691282051282052	0.06374043352955151	0.8044527584362811	0.09180187823926833	0.8491555555555556	0.058777067838602724
K5_inner3.00e-03_meta1.00e-05	2026-01-02 14:36:25	5	0.003	1e-05	1946	0.9146917818029461	0.10602284650420865	0.9265746828609986	0.07842059196497281	0.9699860327499455	0.023545956951573993	0.9452631578947368	0.044269725687428776	1.0	0.0	1.0	0.0	0.9781428610645879	0.050362761247341875	0.9717333333333333	0.06065818418516974	0.8227242433637865	0.09616560350734547	0.8684102564102565	0.0649289096905952	0.8026057718364105	0.092104773498072	0.8474666666666667	0.05893165742547534
K5_inner5.00e-03_meta1.00e-05	2026-01-02 14:37:19	5	0.005	1e-05	1480	0.9349526914702648	0.09260096070714738	0.9428483245409561	0.06930852749709995	0.9797095678728455	0.025022334152636005	0.9632535885167464	0.04601706822950988	1.0	0.0	1.0	0.0	0.9867099525676858	0.03180499653958927	0.9840000000000002	0.03689692014314178	0.9021704156423733	0.07662812845044963	0.9177435897435897	0.050537778553711526	0.8061735212684197	0.09377231917452178	0.8492444444444445	0.05672086297206961
K5_inner7.00e-03_meta1.00e-05	2026-01-02 14:38:14	5	0.007	1e-05	1480	0.932232814217536	0.09388198472338788	0.9406809078640657	0.06996246429566731	0.9789223667112816	0.025089763414665355	0.9617224880382774	0.046782417460594514	1.0	0.0	1.0	0.0	0.9852997652890774	0.033561068161436905	0.9822222222222223	0.03892886833859233	0.8949657556806823	0.07568503232950019	0.9112820512820512	0.0508520433120168	0.8019761834066383	0.09295718926359493	0.8481777777777778	0.055456694260220804
K5_inner1.00e-02_meta1.00e-05	2026-01-02 14:39:22	5	0.01	1e-05	1840	0.9315322446375245	0.09254396821751468	0.9392099979552612	0.06855277546429045	0.9749457743629256	0.01991353381939483	0.9537799043062201	0.0400042350268313	1.0	0.0	1.0	0.0	0.9736347412041693	0.06547479033108297	0.9708444444444444	0.06206430754954846	0.9036548595027561	0.06903679071203381	0.921025641025641	0.043995098645184035	0.8054258481177715	0.09136298291672326	0.8504	0.05461866004115589
K5_inner2.00e-02_meta1.00e-05	2026-01-02 14:40:06	5	0.02	1e-05	1293	0.9202829519202137	0.10264368842106164	0.931419680202838	0.0767247453817667	0.9715929722104921	0.02047168932364764	0.9471770334928229	0.040008240720692666	1.0	0.0	1.0	0.0	0.9730388219429317	0.06788523025113806	0.9696000000000001	0.07157272395832658	0.8699946156943519	0.08071214342369297	0.8950769230769231	0.057884784336863365	0.7867883497532928	0.09495396721923581	0.8452444444444446	0.06483218222342861
