Metrics,Value
Overall Average PR_AUC,0.93475674561804
Overall Std PR_AUC,0.09231980016194626
Overall Average AUC,0.9402021903242956
Overall Std AUC,0.07538682890082032

Disease,Average PR_AUC,Std PR_AUC,Average AUC,Std AUC
idiopathic_pulmonary_fibrosis,0.9798692696037707,0.020415511931772434,0.9629665071770335,0.038845192378832
HBV-HCC,1.0,0.0,1.0,0.0
cirrhosis,0.9591177187304453,0.0975487295034322,0.9545777777777777,0.10125256040048727
ipf_ssc,0.9162329829420117,0.054863554472958743,0.9279999999999999,0.03663649466880472
IgA_nephropathy,0.8185637568139721,0.09456717528051341,0.8554666666666667,0.06068735503981367

Predicted,Actual
0.534608781337738,0.0
0.9502164721488953,1.0
0.949039101600647,1.0
0.9381973147392273,1.0
0.34191906452178955,0.0
0.3890916705131531,0.0
0.9416444897651672,1.0
0.06379961967468262,0.0
0.7894374132156372,1.0
0.862855076789856,1.0
0.8265855312347412,1.0
0.5891698598861694,1.0
0.8878283500671387,0.0
0.953682541847229,1.0
0.5287950038909912,0.0
0.9533156752586365,1.0
0.11036272346973419,0.0
0.9512006640434265,1.0
0.10832228511571884,0.0
0.9247621297836304,1.0
0.2057761251926422,0.0
0.9522398114204407,1.0
0.8563218116760254,1.0
0.9491686224937439,1.0
0.9258745908737183,0.0
0.9546942114830017,1.0
0.1950467824935913,0.0
0.9034968614578247,0.0
0.9555915594100952,1.0
0.9449513554573059,1.0
0.9496519565582275,1.0
0.10250376164913177,0.0
0.5093139410018921,0.0
0.9503495097160339,1.0
0.9438813924789429,1.0
0.9516683220863342,1.0
0.056933533400297165,0.0
0.9388681054115295,1.0
0.06488960981369019,0.0
0.7112482190132141,1.0
0.9479674100875854,1.0
0.9528220295906067,1.0
0.9352132081985474,0.0
0.08308029919862747,0.0
0.9499785304069519,1.0
0.45819056034088135,1.0
0.9509609341621399,1.0
0.9482198357582092,1.0
0.9106925129890442,1.0
0.3009088337421417,0.0
0.24366118013858795,0.0
0.31116488575935364,0.0
0.8270048499107361,0.0
0.9351713061332703,1.0
0.9473640322685242,1.0
0.05764792487025261,0.0
0.1753493845462799,0.0
0.9547586441040039,1.0
0.9056004881858826,0.0
0.3842290937900543,0.0
0.8495191335678101,0.0
0.9527148008346558,1.0
0.9221531748771667,1.0
0.9517228603363037,1.0
0.9491943717002869,1.0
0.9519526958465576,1.0
0.8266308903694153,0.0
0.14099976420402527,0.0
0.9508829116821289,1.0
0.885083794593811,1.0
0.927440881729126,1.0
0.9381760954856873,1.0
0.9578835964202881,1.0
0.9521235227584839,1.0
0.6722318530082703,1.0
0.9489731788635254,1.0
0.9543885588645935,1.0
0.9546424150466919,1.0
0.9510856866836548,1.0
0.5734869241714478,0.0
0.281327486038208,0.0
0.8849567174911499,1.0
0.9566696882247925,1.0
0.8795067667961121,1.0
0.45682406425476074,0.0
0.8888322710990906,0.0
0.33550527691841125,0.0
0.8397549986839294,1.0
0.9492775201797485,1.0
0.951796293258667,1.0
0.9473918080329895,1.0
0.9475062489509583,1.0
0.31008172035217285,0.0
0.2183172106742859,0.0
0.9414232969284058,1.0
0.757461428642273,0.0
0.8497933745384216,0.0
0.9051981568336487,1.0
0.41942286491394043,0.0
0.9485765695571899,1.0
0.9524816870689392,1.0
0.9424896240234375,1.0
0.9147986769676208,1.0
0.12714670598506927,0.0
0.9520998597145081,1.0
0.604263424873352,0.0
0.7854813933372498,1.0
0.9563800096511841,1.0
0.9390988945960999,1.0
0.948736310005188,1.0
0.22234836220741272,0.0
0.9327656030654907,1.0
0.8664141297340393,1.0
0.9509150981903076,1.0
0.9465376138687134,1.0
0.6783701181411743,0.0
0.6455785036087036,0.0
0.9585216641426086,1.0
0.9116308093070984,0.0
0.20039503276348114,0.0
0.9447847008705139,1.0
0.953498899936676,1.0
0.9579249024391174,1.0
0.9509975910186768,1.0
0.4864160120487213,0.0
0.8445667028427124,0.0
0.9547072649002075,1.0
0.5737348198890686,0.0
0.9506300687789917,1.0
0.0699925571680069,0.0
0.9490659832954407,1.0
0.8755170106887817,0.0
0.9538216590881348,1.0
0.9526927471160889,1.0
0.6618919372558594,0.0
0.9480162262916565,1.0
0.9539971947669983,1.0
0.9468144178390503,1.0
0.9415877461433411,1.0
0.7253080010414124,0.0
0.9538471698760986,1.0
0.7789126634597778,0.0
0.5264193415641785,0.0
0.1845351755619049,0.0
0.7478720545768738,1.0
0.3494621515274048,0.0
0.9488550424575806,1.0
0.9482297301292419,1.0
0.8723510503768921,1.0
0.9483752846717834,1.0
0.938742458820343,1.0
0.9533791542053223,1.0
0.9205634593963623,1.0
0.1075725182890892,0.0
0.9553871750831604,1.0
0.9510161280632019,1.0
0.8597354292869568,1.0
0.9281386137008667,1.0
0.9525357484817505,1.0
0.5963003635406494,0.0
0.8836173415184021,0.0
0.28202736377716064,0.0
0.9103960990905762,1.0
0.9566563963890076,1.0
0.9515080451965332,1.0
0.5087774395942688,0.0
0.5240711569786072,0.0
0.45145317912101746,0.0
0.9102846384048462,1.0
0.9556528329849243,1.0
0.9493301510810852,1.0
0.5844532251358032,0.0
0.8978211879730225,1.0
0.9550173878669739,1.0
0.7994868755340576,0.0
0.09634555131196976,0.0
0.9504504203796387,1.0
0.9034374952316284,0.0
0.9477728009223938,1.0
0.8835400938987732,0.0
0.9558345079421997,1.0
0.9341353178024292,0.0
0.9128321409225464,1.0
0.24531599879264832,0.0
0.06025809794664383,0.0
0.9435293674468994,1.0
0.34595003724098206,0.0
0.9484187364578247,1.0
0.9505993723869324,1.0
0.732585072517395,1.0
0.9567113518714905,1.0
0.9460909366607666,1.0
0.9007380604743958,1.0
0.9501603245735168,1.0
0.4234732985496521,1.0
0.9244987964630127,1.0
0.2590540945529938,0.0
0.20571406185626984,0.0
0.9513225555419922,1.0
0.9572487473487854,1.0
0.9577439427375793,1.0
0.9297645092010498,1.0
0.9201229214668274,1.0
0.939628541469574,1.0
0.9342712163925171,1.0
0.7496681809425354,1.0
0.4797695279121399,0.0
0.6002669930458069,0.0
0.9458082318305969,1.0
0.5469136834144592,0.0
0.08132151514291763,0.0
0.9047609567642212,1.0
0.07766720652580261,0.0
0.16297125816345215,0.0
0.8831843733787537,1.0
0.949926495552063,1.0
0.5300009846687317,1.0
0.7239154577255249,1.0
0.752204179763794,0.0
0.23415900766849518,0.0
0.9503995180130005,1.0
0.9481306672096252,1.0
0.549172580242157,0.0
0.9514086246490479,1.0
0.9475350975990295,1.0
0.23073843121528625,0.0
0.9487388134002686,1.0
0.9462880492210388,1.0
0.9531123638153076,1.0
0.0867246463894844,0.0
0.6743969321250916,1.0
0.7496768236160278,0.0
0.95501309633255,1.0
0.9506018757820129,1.0
0.9580309391021729,1.0
0.9411087036132812,1.0
0.8720216751098633,1.0
0.7046589255332947,0.0
0.1067933663725853,0.0
0.7116811871528625,1.0
0.9539925456047058,1.0
0.9506359100341797,1.0
0.9526770114898682,1.0
0.8835198879241943,0.0
0.9499148726463318,1.0
0.8485254049301147,1.0
0.942581295967102,1.0
0.700208306312561,0.0
0.19043059647083282,0.0
0.9403811693191528,1.0
0.5680192708969116,0.0
0.7823778390884399,1.0
0.429688036441803,0.0
0.9294066429138184,1.0
0.8213749527931213,1.0
0.6872836947441101,0.0
0.945723831653595,1.0
0.9591326713562012,1.0
0.9253705739974976,0.0
0.9527856707572937,1.0
0.13424447178840637,0.0
0.1666949838399887,0.0
0.44669800996780396,0.0
0.735403299331665,1.0
0.07340888679027557,0.0
0.2050943821668625,0.0
0.23407109081745148,0.0
0.6356863975524902,0.0
0.8843685388565063,1.0
0.9528411626815796,1.0
0.9374140501022339,1.0
0.9519093632698059,1.0
0.8424394726753235,1.0
0.9234482645988464,1.0
0.8039360642433167,0.0
0.8851224184036255,1.0
0.9073967337608337,1.0
0.9488272070884705,1.0
0.9500566720962524,1.0
0.9468310475349426,1.0
0.24881698191165924,0.0
0.9475710988044739,1.0
0.9278860092163086,1.0
0.9474908113479614,1.0
0.8598083257675171,1.0
0.9250827431678772,1.0
0.9443254470825195,1.0
0.07553683966398239,0.0
0.9110111594200134,1.0
0.3374650180339813,0.0
0.6446838974952698,0.0
0.9384538531303406,1.0
0.9488139152526855,1.0
0.9470633864402771,1.0
0.8955785036087036,1.0
0.8271946907043457,1.0
0.9335008859634399,1.0
0.32888099551200867,0.0
0.4843516945838928,0.0
0.9497893452644348,1.0
0.9389123320579529,1.0
0.9511455297470093,1.0
0.943298876285553,1.0
0.3655482530593872,0.0
0.9504384994506836,1.0
0.9180569052696228,1.0
0.9034547209739685,1.0
0.9257983565330505,1.0
0.321628600358963,0.0
0.8430582284927368,0.0
0.9493240714073181,1.0
0.4451097249984741,0.0
0.18936961889266968,0.0
0.8703199028968811,0.0
0.9497538805007935,1.0
0.8368759155273438,1.0
0.12764723598957062,0.0
0.12658937275409698,0.0
0.9475868344306946,1.0
0.3925480842590332,0.0
0.9536694288253784,1.0
0.9537116289138794,1.0
0.936559796333313,1.0
0.1378067433834076,0.0
0.8966661095619202,1.0
0.9503260850906372,1.0
0.2184009850025177,0.0
0.5532724857330322,0.0
0.9538994431495667,1.0
0.09654338657855988,0.0
0.9160855412483215,1.0
0.9550766348838806,1.0
0.9495491981506348,1.0
0.9524016380310059,1.0
0.06725692749023438,0.0
0.5613481998443604,0.0
0.5996219515800476,0.0
0.9458557367324829,1.0
0.6999134421348572,1.0
0.9223864674568176,1.0
0.6927775740623474,0.0
0.9566951394081116,1.0
0.95067298412323,1.0
0.9483522176742554,1.0
0.9538336396217346,1.0
0.817727267742157,0.0
0.9457942843437195,1.0
0.9521583914756775,1.0
0.40203961730003357,0.0
0.8606530427932739,1.0
0.601235568523407,0.0
0.8253756761550903,1.0
0.06839294731616974,0.0
0.4267323315143585,0.0
0.21913982927799225,0.0
0.947664737701416,1.0
0.9497573375701904,1.0
0.8534191846847534,1.0
0.9506435394287109,1.0
0.9150587320327759,1.0
0.9580743908882141,1.0
0.9297234416007996,1.0
0.9521514177322388,1.0
0.9003291726112366,1.0
0.2586328685283661,0.0
0.9190602898597717,1.0
0.9152604341506958,1.0
0.7009128928184509,0.0
0.859048068523407,0.0
0.9523344039916992,1.0
0.8449228405952454,1.0
0.5800726413726807,0.0
0.9458057880401611,1.0
0.7237300276756287,1.0
0.7209223508834839,0.0
0.952564001083374,1.0
0.9534313082695007,1.0
0.6031877994537354,0.0
0.4084504246711731,0.0
0.9384257197380066,1.0
0.2648601531982422,0.0
0.950668215751648,1.0
0.9545673727989197,1.0
0.5610472559928894,0.0
0.9500160217285156,1.0
0.9547438621520996,1.0
0.5665786862373352,0.0
0.8093277215957642,0.0
0.49252262711524963,0.0
0.31721004843711853,0.0
0.9534474611282349,1.0
0.9318819046020508,1.0
0.9512939453125,1.0
0.9460157155990601,1.0
0.7475186586380005,0.0
0.9559545516967773,1.0
0.957075834274292,1.0
0.953923761844635,1.0
0.9314448237419128,1.0
0.7124050259590149,0.0
0.9555180072784424,1.0
0.9448515176773071,1.0
0.8176969885826111,1.0
0.32046112418174744,0.0
0.3520359694957733,0.0
0.447306364774704,0.0
0.9549404978752136,1.0
0.9439488053321838,1.0
0.9516174793243408,1.0
0.4794999361038208,0.0
0.9489416480064392,1.0
0.9043964147567749,1.0
0.9535689353942871,1.0
0.05310983955860138,0.0
0.4298357665538788,1.0
0.9512595534324646,1.0
0.9519508481025696,1.0
0.9467246532440186,0.0
0.9282397031784058,1.0
0.0819714218378067,0.0
0.9548404216766357,1.0
0.3739585280418396,0.0
0.04354090616106987,0.0
0.9451539516448975,1.0
0.7576232552528381,0.0
0.954939067363739,1.0
0.723608136177063,1.0
0.9553974270820618,1.0
0.9569722414016724,1.0
0.9456543922424316,1.0
0.7116907835006714,0.0
0.9582068920135498,1.0
0.9546309113502502,1.0
0.9506490230560303,1.0
0.21894674003124237,1.0
0.9445838332176208,1.0
0.9073730111122131,0.0
0.9603804349899292,1.0
0.9400123357772827,0.0
0.9514835476875305,0.0
0.15981721878051758,0.0
0.9387212991714478,1.0
0.9263112545013428,1.0
0.9524744153022766,1.0
0.9535506367683411,1.0
0.6123260855674744,0.0
0.8699119687080383,0.0
0.9425148367881775,1.0
0.9562497138977051,1.0
0.9527378678321838,1.0
0.8498817086219788,1.0
0.1332160085439682,0.0
0.14753709733486176,0.0
0.9522051215171814,1.0
0.88730788230896,0.0
0.8616585731506348,0.0
0.9421117305755615,1.0
0.10870513319969177,0.0
0.9405335187911987,1.0
0.941301703453064,1.0
0.09123522788286209,0.0
0.9475548267364502,1.0
0.8803735971450806,1.0
0.07426779717206955,0.0
0.20165695250034332,0.0
0.9485411047935486,1.0
0.867631733417511,1.0
0.9193384051322937,0.0
0.9528039693832397,1.0
0.6432546377182007,1.0
0.9416704177856445,1.0
0.9466858506202698,1.0
0.9486653208732605,1.0
0.6468114852905273,0.0
0.9405487775802612,1.0
0.9404788017272949,1.0
0.9459231495857239,1.0
0.95079505443573,1.0
0.9478076696395874,1.0
0.9345133900642395,1.0
0.1374981552362442,0.0
0.9552847743034363,1.0
0.9492592811584473,1.0
0.8690743446350098,0.0
0.12835347652435303,0.0
0.355791300535202,0.0
0.8273486495018005,0.0
0.5846032500267029,0.0
0.12904959917068481,0.0
0.9500976800918579,1.0
0.10900592803955078,0.0
0.9509646892547607,1.0
0.9514998197555542,1.0
0.22203344106674194,0.0
0.4335978627204895,0.0
0.9484065175056458,1.0
0.7919225692749023,1.0
0.9179416298866272,1.0
0.898544192314148,1.0
0.9246357679367065,1.0
0.9140176177024841,1.0
0.9511024951934814,1.0
0.3365440368652344,0.0
0.8943906426429749,0.0
0.37076354026794434,1.0
0.6259129047393799,1.0
0.090194933116436,0.0
0.9073549509048462,1.0
0.9366692304611206,1.0
0.952991783618927,1.0
0.9515063166618347,1.0
0.9532697796821594,1.0
0.9491329789161682,1.0
0.11359217017889023,0.0
0.3780021369457245,0.0
0.9290680289268494,1.0
0.9448089599609375,1.0
0.33640816807746887,0.0
0.9493569135665894,1.0
0.9149950742721558,0.0
0.29678183794021606,0.0
0.9491742253303528,1.0
0.9345703125,0.0
0.9500692486763,1.0
0.9431109428405762,1.0
0.9563610553741455,1.0
0.07223378121852875,0.0
0.9532656669616699,1.0
0.9495758414268494,1.0
0.9529868960380554,1.0
0.08721143007278442,0.0
0.9391624927520752,1.0
0.19067737460136414,0.0
0.9569166898727417,1.0
0.952107846736908,1.0
0.8826245665550232,1.0
0.9482138752937317,1.0
0.95250403881073,1.0
0.9510418176651001,1.0
0.8754015564918518,1.0
0.9056828022003174,0.0
0.09352856129407883,0.0
0.946824848651886,1.0
0.11799164861440659,0.0
0.9471980929374695,1.0
0.6136825084686279,0.0
0.08314618468284607,0.0
0.9505223631858826,1.0
0.8619285821914673,1.0
0.9418129324913025,1.0
0.9373360276222229,1.0
0.10415460914373398,0.0
0.8733664751052856,0.0
0.0763389840722084,0.0
0.9268220663070679,0.0
0.9082411527633667,1.0
0.878513753414154,0.0
0.9528576135635376,1.0
0.6524842977523804,1.0
0.9540525078773499,1.0
0.9429815411567688,1.0
0.939829409122467,1.0
0.9466344714164734,1.0
0.6991738677024841,1.0
0.837323784828186,1.0
0.9410811066627502,1.0
0.3744702935218811,0.0
0.9496735334396362,1.0
0.8579840660095215,1.0
0.8030471205711365,1.0
0.9497808814048767,1.0
0.5503708124160767,0.0
0.8720731735229492,0.0
0.3439141511917114,0.0
0.8780717849731445,1.0
0.49640464782714844,0.0
0.8125012516975403,0.0
0.936800479888916,1.0
0.949121356010437,1.0
0.9514103531837463,1.0
0.13551804423332214,0.0
0.1925501972436905,0.0
0.937670111656189,1.0
0.920879602432251,1.0
0.28445762395858765,0.0
0.948735237121582,1.0
0.5087500214576721,0.0
0.7023717164993286,1.0
0.9012070298194885,1.0
0.9424641728401184,1.0
0.4493408501148224,0.0
0.9322707653045654,1.0
0.8681107759475708,1.0
0.954379141330719,1.0
0.3220216631889343,0.0
0.11858516186475754,0.0
0.816227912902832,1.0
0.9508773684501648,1.0
0.948524534702301,1.0
0.9516096115112305,1.0
0.9479079246520996,1.0
0.9418283700942993,1.0
0.7166926264762878,0.0
0.5221777558326721,0.0
0.6867531538009644,1.0
0.9512978196144104,1.0
0.9354808926582336,1.0
0.9532332420349121,1.0
0.9281995296478271,1.0
0.9525450468063354,1.0
0.9551267623901367,1.0
0.18923859298229218,0.0
0.7267124652862549,1.0
0.41330644488334656,0.0
0.24345369637012482,0.0
0.6815845966339111,0.0
0.2397083193063736,0.0
0.846095085144043,1.0
0.09518063068389893,0.0
0.44783711433410645,0.0
0.9306058883666992,1.0
0.5145910978317261,0.0
0.9455828666687012,1.0
0.2863035798072815,0.0
0.9560257792472839,1.0
0.8646370768547058,1.0
0.20224659144878387,0.0
0.9512860774993896,1.0
0.9496635794639587,1.0
0.07161660492420197,0.0
0.7748508453369141,1.0
0.9552929401397705,1.0
0.9423670768737793,1.0
0.741191565990448,0.0
0.8971663117408752,1.0
0.24650730192661285,0.0
0.6048063039779663,1.0
0.954470694065094,1.0
0.7327283024787903,1.0
0.8536485433578491,1.0
0.19799746572971344,0.0
0.8692744374275208,0.0
0.3791728615760803,0.0
0.5973004102706909,1.0
0.9278013110160828,1.0
0.9432120323181152,1.0
0.9478873610496521,1.0
0.7352722883224487,1.0
0.8908146023750305,1.0
0.32527977228164673,0.0
0.8357212543487549,0.0
0.336325079202652,0.0
0.9516410231590271,1.0
0.9539040327072144,1.0
0.9261835217475891,1.0
0.08261426538228989,0.0
0.8152551651000977,1.0
0.13767777383327484,0.0
0.9579142928123474,1.0
0.9412840604782104,1.0
0.9427719712257385,1.0
0.9351423978805542,1.0
0.14318379759788513,0.0
0.8678719401359558,0.0
0.3851328492164612,0.0
0.9496625661849976,1.0
0.9191086292266846,1.0
0.9429164528846741,1.0
0.5128630995750427,0.0
0.29685208201408386,0.0
0.9523619413375854,1.0
0.9537802338600159,1.0
0.9560073614120483,1.0
0.78931725025177,1.0
0.9404625296592712,1.0
0.9534333348274231,1.0
0.793423056602478,0.0
0.9493141770362854,1.0
0.10240823030471802,0.0
0.5875160098075867,0.0
0.9520371556282043,1.0
0.9562704563140869,1.0
0.951336681842804,1.0
0.9493910074234009,1.0
0.9535042643547058,1.0
0.1124655231833458,0.0
0.9561338424682617,1.0
0.9366879463195801,1.0
0.9162920713424683,0.0
0.9387581944465637,1.0
0.10918352752923965,0.0
0.9341724514961243,0.0
0.9432448744773865,0.0
0.9371993541717529,0.0
0.08490437269210815,0.0
0.9526754021644592,1.0
0.9474053978919983,1.0
0.951970100402832,1.0
0.08632219582796097,0.0
0.9547880291938782,1.0
0.9494917988777161,1.0
0.9516491889953613,1.0
0.42419591546058655,0.0
0.7421075105667114,1.0
0.7234694361686707,0.0
0.10841260850429535,0.0
0.9473944902420044,1.0
0.9467191696166992,1.0
0.9504709839820862,1.0
0.9455958604812622,1.0
0.9502107501029968,1.0
0.5949865579605103,0.0
0.9465787410736084,1.0
0.3813238739967346,0.0
0.3336877226829529,0.0
0.32419446110725403,0.0
0.8635913729667664,1.0
0.27618128061294556,0.0
0.9273963570594788,1.0
0.8971262574195862,1.0
0.9469491839408875,1.0
0.8909300565719604,1.0
0.950825035572052,1.0
0.35544148087501526,0.0
0.5380391478538513,0.0
0.9476010799407959,1.0
0.9443173408508301,1.0
0.9488250613212585,1.0
0.9527049660682678,1.0
0.9393510818481445,1.0
0.7920594215393066,0.0
0.9514133930206299,1.0
0.9493910074234009,1.0
0.5871253609657288,0.0
0.9380188584327698,1.0
0.9401153326034546,1.0
0.9492922425270081,1.0
0.9482629299163818,1.0
0.3832504153251648,0.0
0.2249041497707367,0.0
0.9478756189346313,1.0
0.927205502986908,1.0
0.9486335515975952,1.0
0.22398340702056885,0.0
0.9557254910469055,1.0
0.9412780404090881,1.0
0.9348666667938232,1.0
0.9487709999084473,1.0
0.9507683515548706,1.0
0.9509461522102356,1.0
0.8442913889884949,0.0
0.3956023156642914,0.0
0.95116126537323,1.0
0.8124823570251465,0.0
0.5743710994720459,0.0
0.2423645704984665,0.0
0.9398597478866577,1.0
0.12216979265213013,0.0
0.9523397088050842,1.0
0.2880021333694458,0.0
0.9496539831161499,1.0
0.27607741951942444,0.0
0.9438449740409851,1.0
0.9256218075752258,1.0
0.1763647049665451,0.0
0.9494085907936096,1.0
0.880181074142456,1.0
0.1603989601135254,0.0
0.7306676506996155,1.0
0.9492539167404175,1.0
0.9405147433280945,1.0
0.07825685292482376,0.0
0.1346222162246704,0.0
0.9552087783813477,1.0
0.8916718363761902,0.0
0.9446644186973572,1.0
0.3418123424053192,0.0
0.9033554792404175,1.0
0.9522144198417664,1.0
0.9447532892227173,1.0
0.9011824131011963,1.0
0.06585433334112167,0.0
0.32845014333724976,0.0
0.24360589683055878,0.0
0.9333016872406006,1.0
0.9491598010063171,1.0
0.9470969438552856,1.0
0.5163770914077759,1.0
0.9567772746086121,1.0
0.754680871963501,0.0
0.7985461950302124,1.0
0.9516841769218445,1.0
0.955163836479187,1.0
0.9307571649551392,0.0
0.9453951120376587,1.0
0.9521409869194031,1.0
0.9531147480010986,1.0
0.87655109167099,0.0
0.9533696174621582,1.0
0.8073756694793701,0.0
0.9529302716255188,1.0
0.9568067789077759,1.0
0.9439346790313721,1.0
0.9486535787582397,1.0
0.6316529512405396,0.0
0.9499862790107727,1.0
0.7008249163627625,1.0
0.05449395254254341,0.0
0.936936616897583,1.0
0.8715630769729614,0.0
0.9564674496650696,1.0
0.8834384083747864,0.0
0.9513769149780273,1.0
0.9436092376708984,0.0
0.9061686396598816,1.0
0.9181479215621948,0.0
0.8857811689376831,0.0
0.8406286239624023,0.0
0.9511256814002991,1.0
0.7199888229370117,1.0
0.9493651986122131,1.0
0.9242808818817139,0.0
0.9058067798614502,0.0
0.23434002697467804,0.0
0.9522295594215393,1.0
0.9409620761871338,1.0
0.4173855483531952,1.0
0.9548760652542114,1.0
0.9537526965141296,1.0
0.8410040140151978,1.0
0.9581884145736694,1.0
0.9390577077865601,1.0
0.9434303641319275,1.0
0.9522414207458496,1.0
0.9491519927978516,1.0
0.9570437669754028,1.0
0.9541289210319519,1.0
0.2262691855430603,0.0
0.1898907572031021,0.0
0.8526026010513306,0.0
0.953416645526886,1.0
0.9454762935638428,1.0
0.953605055809021,1.0
0.943554699420929,1.0
0.9524791836738586,1.0
0.8825088143348694,0.0
0.11740096658468246,0.0
0.07968218624591827,0.0
0.6404522061347961,1.0
0.86567622423172,1.0
0.8798035979270935,1.0
0.13450634479522705,0.0
0.8949450254440308,1.0
0.953174352645874,1.0
0.9569302201271057,1.0
0.9445305466651917,1.0
0.5294241309165955,0.0
0.9172464609146118,0.0
0.20715373754501343,0.0
0.8565356731414795,0.0
0.9509000182151794,1.0
0.9506821036338806,1.0
0.9511846899986267,1.0
0.9231618046760559,1.0
0.9048221707344055,1.0
0.9443714618682861,1.0
0.9356686472892761,1.0
0.33793118596076965,0.0
0.9330375790596008,1.0
0.9314155578613281,1.0
0.8495346307754517,1.0
0.13345105946063995,0.0
0.5745153427124023,0.0
0.945266604423523,1.0
0.46827462315559387,0.0
0.8516967296600342,1.0
0.6401029229164124,0.0
0.8900073170661926,1.0
0.9444745779037476,1.0
0.9508315920829773,1.0
0.1639150232076645,0.0
0.11688090860843658,0.0
0.7907711863517761,1.0
0.8106394410133362,0.0
0.25533854961395264,0.0
0.2086736261844635,0.0
0.9497875571250916,1.0
0.9532454013824463,1.0
0.9350452423095703,1.0
0.09126760810613632,0.0
0.9491161108016968,1.0
0.9496685266494751,1.0
0.395082950592041,0.0
0.16555127501487732,0.0
0.27245500683784485,0.0
0.9418039321899414,1.0
0.9499847888946533,1.0
0.9447100758552551,1.0
0.9299024343490601,0.0
0.6520617008209229,1.0
0.18504534661769867,0.0
0.9444212317466736,1.0
0.36088845133781433,1.0
0.8906959891319275,1.0
0.9244329929351807,1.0
0.9025555849075317,0.0
0.9218268990516663,1.0
0.10370562970638275,0.0
0.31026652455329895,0.0
0.9491686224937439,1.0
0.06454353779554367,0.0
0.949686586856842,1.0
0.951949417591095,1.0
0.36784085631370544,0.0
0.9499186277389526,1.0
0.9538547396659851,1.0
0.9397633671760559,1.0
0.950271725654602,1.0
0.9149742126464844,0.0
0.9534552693367004,1.0
0.9232693910598755,1.0
0.339969277381897,0.0
0.9528264403343201,1.0
0.5997396111488342,0.0
0.08987395465373993,0.0
0.15148071944713593,0.0
0.822381317615509,1.0
0.9405853748321533,1.0
0.949585497379303,1.0
0.3203291893005371,0.0
0.9369500875473022,1.0
0.9466135501861572,1.0
0.5598681569099426,0.0
0.8684950470924377,1.0
0.919980525970459,1.0
0.8657563924789429,1.0
0.15225404500961304,0.0
0.15562798082828522,0.0
0.759238600730896,1.0
0.1401088386774063,0.0
0.6197845339775085,1.0
0.9479362964630127,1.0
0.9474292993545532,1.0
0.14277605712413788,0.0
0.9437237977981567,1.0
0.8891734480857849,1.0
0.43522199988365173,0.0
0.9384433627128601,1.0
0.9294152855873108,1.0
0.9478865265846252,1.0
0.9464740753173828,1.0
0.9489487409591675,1.0
0.76295006275177,0.0
0.9579098224639893,1.0
0.9487547874450684,1.0
0.9484182596206665,1.0
0.07413993775844574,0.0
0.5215678215026855,0.0
0.9416071772575378,1.0
0.5866924524307251,1.0
0.9533143043518066,1.0
0.8425512313842773,0.0
0.888232946395874,0.0
