Gene,q_value,p_value,cliffs_delta,delta_median(label1 - label0),median_label0,median_label1,n_label0,n_label1,effect_size_magnitude,direction
IL17F,0.010126794349420562,0.0017024524044408679,0.3998881431767338,0.0002060221993080945,-3.022112393944954e-07,0.0002057199880687,24,149,medium,higher_in_label1(disease)
DKK4,0.010126794349420562,0.0017024524044408679,0.3998881431767338,0.01335436716516075,-0.0137379438544067,-0.00038357668924595,24,149,medium,higher_in_label1(disease)
PSMC3,0.010126794349420562,0.0017024524044408679,0.3998881431767338,0.047598582079437055,-0.0419288802479734,0.005669701831463651,24,149,medium,higher_in_label1(disease)
ANGPTL3,0.010255483942761953,0.00172813403455381,0.3993288590604027,2.384587915231468e-05,-2.327551608874165e-05,5.703630635730295e-07,24,149,medium,higher_in_label1(disease)
GEMIN4,0.010361469850550711,0.0017541714940356177,-0.3987695749440716,-0.0005506106547453499,0.00025739309039585,-0.0002932175643495,24,149,medium,higher_in_label0(control)
SH2D2A,0.010361469850550711,0.0017541714940356177,-0.3987695749440716,-0.00364517085520285,0.00383495258796265,0.0001897817327598,24,149,medium,higher_in_label0(control)
IL6R,0.010492935727432503,0.001780569203944742,-0.3982102908277405,-0.0014449386476482332,-4.959123925168298e-07,-0.00144543456004075,24,149,medium,higher_in_label0(control)
IFT57,0.010601338788887025,0.001807331632517441,-0.3976510067114094,-0.0018518948351861002,0.001734986113212,-0.0001169087219741,24,149,medium,higher_in_label0(control)
ATP6V1F,0.010601338788887025,0.001807331632517441,-0.3976510067114094,-0.0011630223048341914,0.0011120726866778,-5.094961815639123e-05,24,149,medium,higher_in_label0(control)
DSP,0.01084650305709332,0.0018619687568411974,-0.3965324384787472,-0.0291505470200555,0.0277852707597828,-0.0013652762602727,24,149,medium,higher_in_label0(control)
ITPR2,0.01084650305709332,0.0018619687568411974,-0.3965324384787472,-0.02901919677591935,0.03065676040534165,0.0016375636294223,24,149,medium,higher_in_label0(control)
ACTB,0.01084650305709332,0.0018619687568411974,0.3965324384787472,0.04340564770384675,-0.04402849935174325,-0.0006228516478965,24,149,medium,higher_in_label1(disease)
DAB2IP,0.010908625422765923,0.001889852628490229,-0.3959731543624161,-0.00013664909743261406,0.00010960969443715,-2.703940299546407e-05,24,149,medium,higher_in_label0(control)
TMOD3,0.010908625422765923,0.001889852628490229,0.3959731543624161,0.039160704526808296,-0.037435108750773896,0.0017255957760344,24,149,medium,higher_in_label1(disease)
ZDHHC2,0.010908625422765923,0.001889852628490229,-0.3959731543624161,-0.027631267623325222,0.027808914665823824,0.0001776470424986,24,149,medium,higher_in_label0(control)
GNA14,0.010908625422765923,0.001889852628490229,-0.3959731543624161,-0.0015255179337107,0.0012595336621751,-0.0002659842715356,24,149,medium,higher_in_label0(control)
HES5,0.011160918699114663,0.001946774295583536,-0.3948545861297539,-0.0183864565464427,0.01529653284461025,-0.00308992370183245,24,149,medium,higher_in_label0(control)
PRKAG1,0.011160918699114663,0.001946774295583536,0.3948545861297539,0.00532060935371592,-0.00539351125537345,-7.290190165753054e-05,24,149,medium,higher_in_label1(disease)
